order_id,order_date,customer_id,store_id,promotion_id,channel,payment_method,order_status,subtotal,tax_amount,shipping_amount,total_amount,total_cost
ORD-016826,2023-12-24,CUST-01545,,PROMO-007,Website,Apple Pay,Cancelled,7573.49,568.01,2.81,8144.31,3668.31
ORD-016827,2023-11-28,CUST-00152,,PROMO-014,Mobile App,Cash,Shipped,3542.28,265.67,11.45,3819.4,1417.84
ORD-016828,2023-01-13,CUST-01120,STORE-005,PROMO-014,In-Store,Debit Card,Completed,2127.09,159.53,0.0,2286.62,1195.62
ORD-016829,2023-07-30,CUST-01608,,PROMO-014,Mobile App,Cash,Processing,77.55,5.82,9.92,93.29,43.23
ORD-016830,2024-01-17,CUST-02054,STORE-002,PROMO-014,In-Store,Cash,Cancelled,1033.13,77.48,0.0,1110.61,429.76
ORD-016831,2024-02-18,CUST-01330,,PROMO-014,Phone,Apple Pay,Completed,2137.46,160.31,7.23,2305.0,669.52
ORD-016832,2023-04-24,CUST-02277,STORE-008,PROMO-014,In-Store,Cash,Returned,3774.6,283.09,0.0,4057.69,1531.54
ORD-016833,2024-04-20,CUST-01382,STORE-011,PROMO-014,Mobile App,Cash,Shipped,1331.66,99.87,15.45,1446.98,711.87
ORD-016834,2024-08-06,CUST-02317,,PROMO-014,Marketplace,Credit Card,Processing,2254.17,169.06,13.4,2436.63,823.67
ORD-016835,2024-08-06,CUST-01263,,PROMO-014,Mobile App,Cash,Shipped,618.31,46.37,4.55,669.23,216.3
ORD-016836,2024-03-31,CUST-00170,,PROMO-014,Mobile App,Gift Card,Returned,775.54,58.17,15.14,848.85,313.46
ORD-016837,2023-03-24,CUST-00598,STORE-001,PROMO-003,In-Store,Gift Card,Returned,621.7,46.63,0.0,668.33,285.37
ORD-016838,2023-06-29,CUST-02270,,PROMO-014,Phone,PayPal,Completed,3615.45,271.16,7.26,3893.87,1169.95
ORD-016839,2024-11-10,CUST-02567,STORE-014,PROMO-014,In-Store,Debit Card,Returned,268.06,20.1,0.0,288.16,138.06
ORD-016840,2023-06-07,CUST-02506,,PROMO-014,Phone,Apple Pay,Completed,2609.33,195.7,15.89,2820.92,1288.4
ORD-016841,2024-01-13,CUST-01992,STORE-010,PROMO-014,Mobile App,Debit Card,Processing,299.92,22.49,11.24,333.65,119.84
ORD-016842,2024-02-07,CUST-00412,,PROMO-014,Marketplace,Gift Card,Completed,1184.52,88.84,8.05,1281.41,672.48
ORD-016843,2023-04-20,CUST-02603,STORE-008,PROMO-014,In-Store,Cash,Returned,191.4,14.35,0.0,205.75,90.64
ORD-016844,2024-09-07,CUST-01050,,PROMO-011,Website,Gift Card,Completed,165.83,12.44,0.18,178.45,88.25
ORD-016845,2024-10-25,CUST-01882,,PROMO-014,Website,Credit Card,Shipped,2875.57,215.67,10.37,3101.61,1215.5
ORD-016846,2023-08-10,CUST-01067,,PROMO-005,Phone,PayPal,Processing,1141.7,85.63,11.18,1238.51,534.87
ORD-016847,2024-11-17,CUST-02064,,PROMO-014,Mobile App,Debit Card,Cancelled,633.28,47.5,0.43,681.21,281.01
ORD-016848,2024-04-25,CUST-00163,STORE-003,PROMO-014,In-Store,Debit Card,Completed,323.01,24.23,0.0,347.24,170.9
ORD-016849,2024-01-15,CUST-01021,,PROMO-014,Website,Debit Card,Completed,1219.3,91.45,3.38,1314.13,440.38
ORD-016850,2024-08-20,CUST-00141,STORE-008,PROMO-014,Website,Credit Card,Completed,760.18,57.01,14.75,831.94,438.02
ORD-016851,2024-08-17,CUST-00169,,PROMO-014,Phone,Gift Card,Shipped,813.05,60.98,6.43,880.46,461.01
ORD-016852,2023-02-13,CUST-00977,STORE-009,PROMO-014,Phone,PayPal,Completed,1289.02,96.68,7.31,1393.01,516.46
ORD-016853,2023-05-12,CUST-01143,,PROMO-014,Phone,PayPal,Completed,353.57,26.52,4.63,384.72,174.41
ORD-016854,2023-10-14,CUST-00767,,PROMO-014,Phone,Cash,Processing,876.25,65.72,5.9,947.87,304.41
ORD-016855,2024-06-05,CUST-01212,STORE-003,PROMO-014,In-Store,Gift Card,Shipped,223.45,16.76,0.0,240.21,108.21
ORD-016856,2024-08-07,CUST-00689,,PROMO-014,Website,Apple Pay,Completed,3173.52,238.01,4.97,3416.5,1636.05
ORD-016857,2024-12-06,CUST-00900,,PROMO-014,Website,Apple Pay,Cancelled,922.74,69.21,10.37,1002.32,409.8
ORD-016858,2024-06-06,CUST-02581,,PROMO-014,Phone,Gift Card,Completed,185.72,13.93,3.06,202.71,97.72
ORD-016859,2023-04-21,CUST-01591,STORE-006,PROMO-014,Marketplace,PayPal,Processing,157.34,11.8,13.5,182.64,82.9
ORD-016860,2023-12-27,CUST-00875,,PROMO-007,Marketplace,Gift Card,Completed,291.52,21.86,7.81,321.19,114.97
ORD-016861,2024-01-30,CUST-01886,,PROMO-014,Website,Cash,Cancelled,894.84,67.11,12.45,974.4,385.4
ORD-016862,2023-03-14,CUST-02254,,PROMO-014,Mobile App,Apple Pay,Cancelled,3016.89,226.27,4.23,3247.39,1101.3
ORD-016863,2024-12-11,CUST-00437,,PROMO-014,Mobile App,Credit Card,Completed,911.6,68.37,14.87,994.84,447.72
ORD-016864,2024-11-19,CUST-02623,,PROMO-014,Marketplace,Apple Pay,Completed,897.7,67.33,9.63,974.66,376.36
ORD-016865,2024-07-11,CUST-02189,,PROMO-014,Marketplace,PayPal,Completed,1373.84,103.04,10.29,1487.17,788.12
ORD-016866,2024-09-07,CUST-01032,STORE-010,PROMO-014,Website,Cash,Processing,1010.85,75.81,12.91,1099.57,575.92
ORD-016867,2024-03-15,CUST-00844,,PROMO-014,Phone,PayPal,Returned,12.62,0.95,7.75,21.32,4.98
ORD-016868,2024-10-23,CUST-00208,,PROMO-014,Mobile App,Gift Card,Cancelled,817.35,61.3,6.81,885.46,408.45
ORD-016869,2024-10-02,CUST-02548,,PROMO-014,Website,PayPal,Returned,230.57,17.29,12.97,260.83,131.26
ORD-016870,2024-05-01,CUST-02376,STORE-001,PROMO-014,In-Store,Cash,Returned,599.07,44.93,0.0,644.0,242.36
ORD-016871,2023-05-03,CUST-00154,,PROMO-014,Marketplace,PayPal,Returned,4111.56,308.37,9.04,4428.97,1295.82
ORD-016872,2024-01-21,CUST-00013,STORE-007,PROMO-014,Website,Cash,Processing,4174.15,313.06,12.66,4499.87,2235.55
ORD-016873,2024-03-14,CUST-02160,STORE-004,PROMO-014,In-Store,Gift Card,Completed,970.02,72.75,0.0,1042.77,476.5
ORD-016874,2024-10-19,CUST-02570,,PROMO-014,Website,Cash,Completed,4096.24,307.22,4.24,4407.7,2010.47
ORD-016875,2023-12-08,CUST-00284,STORE-001,PROMO-014,Mobile App,Apple Pay,Shipped,144.84,10.86,0.4,156.1,79.61
ORD-016876,2023-08-21,CUST-01785,,PROMO-005,Phone,Apple Pay,Processing,291.78,21.88,4.9,318.56,169.6
ORD-016877,2023-06-14,CUST-00676,STORE-012,PROMO-014,In-Store,Credit Card,Shipped,763.34,57.25,0.0,820.59,401.75
ORD-016878,2023-01-17,CUST-01590,,PROMO-014,Phone,Debit Card,Completed,747.3,56.05,8.78,812.13,428.08
ORD-016879,2024-06-05,CUST-00221,,PROMO-014,Phone,Debit Card,Cancelled,958.92,71.92,3.65,1034.49,527.59
ORD-016880,2024-05-27,CUST-00979,,PROMO-014,Website,Apple Pay,Shipped,1259.56,94.47,3.07,1357.1,629.74
ORD-016881,2023-09-26,CUST-02802,,PROMO-014,Phone,PayPal,Processing,1675.28,125.65,1.76,1802.69,842.78
ORD-016882,2023-08-22,CUST-00811,STORE-009,PROMO-014,Mobile App,Debit Card,Completed,1802.43,135.18,2.35,1939.96,954.07
ORD-016883,2024-12-07,CUST-00277,,PROMO-014,Mobile App,Gift Card,Completed,3247.04,243.53,1.28,3491.85,1643.56
ORD-016884,2024-04-28,CUST-02749,,PROMO-014,Phone,PayPal,Returned,220.7,16.55,15.96,253.21,118.12
ORD-016885,2024-07-22,CUST-00829,,PROMO-014,Phone,Apple Pay,Shipped,848.52,63.64,9.07,921.23,399.11
ORD-016886,2023-02-25,CUST-01425,,PROMO-014,Phone,Apple Pay,Processing,193.84,14.54,1.69,210.07,96.64
ORD-016887,2023-07-26,CUST-02457,,PROMO-014,Marketplace,Gift Card,Shipped,3657.09,274.28,7.83,3939.2,1788.91
ORD-016888,2023-11-22,CUST-01025,STORE-006,PROMO-014,Mobile App,Gift Card,Completed,216.98,16.27,3.99,237.24,98.39
ORD-016889,2024-04-11,CUST-01088,,PROMO-014,Mobile App,Debit Card,Completed,140.2,10.51,14.58,165.29,67.2
ORD-016890,2023-04-02,CUST-00011,,PROMO-014,Mobile App,Cash,Completed,2469.66,185.22,10.88,2665.76,1275.32
ORD-016891,2023-02-04,CUST-02153,,PROMO-014,Phone,Cash,Completed,29.83,2.24,12.77,44.84,9.31
ORD-016892,2024-09-03,CUST-01727,STORE-010,PROMO-014,Mobile App,PayPal,Completed,78.67,5.9,11.87,96.44,41.45
ORD-016893,2024-11-22,CUST-01470,,PROMO-014,Phone,Apple Pay,Completed,681.46,51.11,13.77,746.34,244.39
ORD-016894,2023-08-05,CUST-01403,STORE-011,PROMO-005,In-Store,Debit Card,Completed,474.42,35.58,0.0,510.0,227.54
ORD-016895,2023-08-09,CUST-01824,,PROMO-014,Website,Gift Card,Completed,3479.97,261.0,6.25,3747.22,1749.0
ORD-016896,2023-12-19,CUST-01440,,PROMO-014,Phone,Debit Card,Cancelled,604.72,45.35,8.34,658.41,339.13
ORD-016897,2023-06-03,CUST-01724,,PROMO-014,Phone,PayPal,Completed,838.29,62.87,10.91,912.07,338.36
ORD-016898,2023-07-09,CUST-02316,,PROMO-014,Website,Gift Card,Completed,461.26,34.59,10.09,505.94,239.16
ORD-016899,2023-01-08,CUST-00328,STORE-001,PROMO-014,In-Store,Gift Card,Completed,833.46,62.51,0.0,895.97,318.55
ORD-016900,2024-11-07,CUST-02068,,PROMO-014,Marketplace,Gift Card,Completed,2044.67,153.35,4.66,2202.68,1038.36
ORD-016901,2024-03-08,CUST-02532,STORE-004,PROMO-014,In-Store,Credit Card,Processing,1978.86,148.41,0.0,2127.27,661.08
ORD-016902,2023-05-03,CUST-00773,,PROMO-014,Mobile App,Debit Card,Returned,828.96,62.17,3.53,894.66,420.24
ORD-016903,2024-07-13,CUST-02743,,PROMO-014,Mobile App,Credit Card,Completed,3189.63,239.22,15.1,3443.95,1648.99
ORD-016904,2023-11-04,CUST-02368,,PROMO-014,Phone,Credit Card,Completed,3171.59,237.87,12.72,3422.18,1038.94
ORD-016905,2024-03-22,CUST-01536,,PROMO-014,Website,Cash,Completed,1327.2,99.54,0.3,1427.04,437.16
ORD-016906,2023-03-25,CUST-02835,STORE-001,PROMO-014,Phone,PayPal,Cancelled,2294.58,172.09,5.82,2472.49,970.57
ORD-016907,2023-10-03,CUST-00248,STORE-011,PROMO-014,In-Store,Gift Card,Returned,2829.73,212.23,0.0,3041.96,1557.54
ORD-016908,2023-03-21,CUST-02753,,PROMO-014,Mobile App,PayPal,Shipped,804.03,60.3,2.61,866.94,444.64
ORD-016909,2023-02-16,CUST-02585,STORE-012,PROMO-014,Mobile App,PayPal,Completed,2280.0,171.0,8.53,2459.53,887.48
ORD-016910,2023-09-28,CUST-01784,,PROMO-014,Website,Credit Card,Returned,272.69,20.45,0.0,293.14,103.35
ORD-016911,2023-04-24,CUST-00821,STORE-007,PROMO-014,Mobile App,PayPal,Completed,849.6,63.72,1.0,914.32,322.2
ORD-016912,2024-08-08,CUST-02468,,PROMO-014,Mobile App,PayPal,Completed,396.33,29.72,1.5,427.55,188.36
ORD-016913,2024-07-24,CUST-00234,,PROMO-014,Phone,Credit Card,Completed,3262.62,244.7,3.21,3510.53,1100.28
ORD-016914,2023-04-29,CUST-02929,STORE-009,PROMO-014,In-Store,Credit Card,Cancelled,1172.96,87.97,0.0,1260.93,487.52
ORD-016915,2023-02-22,CUST-00533,STORE-001,PROMO-014,Website,Apple Pay,Returned,212.62,15.95,15.58,244.15,117.97
ORD-016916,2024-05-05,CUST-02071,,PROMO-014,Website,PayPal,Completed,1996.31,149.72,10.43,2156.46,968.49
ORD-016917,2024-10-16,CUST-02801,,PROMO-014,Phone,PayPal,Completed,2062.67,154.7,3.89,2221.26,1128.11
ORD-016918,2024-07-25,CUST-02856,,PROMO-014,Mobile App,Apple Pay,Completed,927.66,69.57,15.66,1012.89,350.74
ORD-016919,2024-02-07,CUST-02772,,PROMO-014,Mobile App,Cash,Shipped,1293.62,97.02,10.0,1400.64,643.3
ORD-016920,2023-06-24,CUST-01198,,PROMO-014,Website,Credit Card,Shipped,3125.44,234.41,2.14,3361.99,1298.2
ORD-016921,2023-03-12,CUST-02640,STORE-007,PROMO-014,In-Store,Credit Card,Completed,721.02,54.08,0.0,775.1,274.96
ORD-016922,2023-04-01,CUST-01983,,PROMO-003,Phone,Credit Card,Returned,2697.6,202.32,14.31,2914.23,1372.15
ORD-016923,2023-08-08,CUST-01534,STORE-002,PROMO-014,In-Store,Credit Card,Cancelled,653.4,49.0,0.0,702.4,298.98
ORD-016924,2024-11-15,CUST-00195,,PROMO-014,Website,Credit Card,Cancelled,1313.72,98.53,7.61,1419.86,489.31
ORD-016925,2023-09-09,CUST-02435,,PROMO-014,Marketplace,Debit Card,Completed,1134.81,85.11,11.16,1231.08,361.36
ORD-016926,2023-03-01,CUST-02091,,PROMO-014,Phone,Debit Card,Completed,1013.75,76.03,2.25,1092.03,488.85
ORD-016927,2023-05-13,CUST-01999,STORE-015,PROMO-014,In-Store,Cash,Completed,1177.82,88.34,0.0,1266.16,688.68
ORD-016928,2023-05-12,CUST-02512,,PROMO-014,Website,Debit Card,Completed,411.74,30.88,11.75,454.37,222.87
ORD-016929,2023-02-08,CUST-00007,STORE-008,PROMO-014,Marketplace,Debit Card,Completed,420.93,31.57,14.54,467.04,220.21
ORD-016930,2023-05-28,CUST-02744,,PROMO-014,Phone,Credit Card,Shipped,536.66,40.25,11.68,588.59,223.04
ORD-016931,2023-11-01,CUST-01772,,PROMO-014,Phone,PayPal,Returned,1251.97,93.9,10.44,1356.31,448.46
ORD-016932,2023-05-27,CUST-02865,STORE-014,PROMO-014,In-Store,Gift Card,Completed,1299.03,97.43,0.0,1396.46,677.58
ORD-016933,2024-10-05,CUST-01106,STORE-003,PROMO-014,In-Store,Cash,Completed,4687.95,351.6,0.0,5039.55,2524.18
ORD-016934,2024-01-05,CUST-02504,,PROMO-014,Website,Apple Pay,Cancelled,2246.93,168.52,11.28,2426.73,938.27
ORD-016935,2024-11-22,CUST-01988,STORE-006,PROMO-014,Phone,Credit Card,Returned,2115.12,158.63,4.74,2278.49,825.61
ORD-016936,2023-09-07,CUST-02335,,PROMO-014,Website,Credit Card,Cancelled,1070.74,80.31,11.25,1162.3,498.82
ORD-016937,2023-03-31,CUST-01663,,PROMO-014,Mobile App,Debit Card,Completed,1601.64,120.12,13.51,1735.27,841.22
ORD-016938,2024-12-01,CUST-02855,,PROMO-014,Website,Credit Card,Completed,463.12,34.73,12.26,510.11,226.64
ORD-016939,2024-10-25,CUST-00138,STORE-008,PROMO-014,In-Store,Cash,Completed,2555.16,191.64,0.0,2746.8,1306.18
ORD-016940,2024-05-22,CUST-02529,,PROMO-014,Marketplace,Gift Card,Completed,23.94,1.8,7.27,33.01,7.97
ORD-016941,2023-05-29,CUST-01148,STORE-011,PROMO-014,In-Store,Credit Card,Shipped,2206.06,165.45,0.0,2371.51,925.38
ORD-016942,2024-05-27,CUST-02498,,PROMO-014,Marketplace,Debit Card,Completed,2698.36,202.38,5.93,2906.67,1159.15
ORD-016943,2024-03-06,CUST-01995,,PROMO-014,Marketplace,Gift Card,Completed,89.49,6.71,9.27,105.47,27.93
ORD-016944,2023-10-01,CUST-01552,,PROMO-014,Phone,Cash,Shipped,59.48,4.46,2.25,66.19,30.3
ORD-016945,2023-12-14,CUST-01082,STORE-006,PROMO-014,Marketplace,Debit Card,Completed,4167.54,312.57,11.6,4491.71,1974.9
ORD-016946,2024-08-27,CUST-02784,,PROMO-014,Website,Debit Card,Completed,571.98,42.9,15.86,630.74,259.8
ORD-016947,2024-07-25,CUST-00051,STORE-004,PROMO-014,Website,Credit Card,Completed,1767.46,132.56,8.36,1908.38,915.78
ORD-016948,2024-07-15,CUST-01999,STORE-010,PROMO-014,In-Store,Cash,Returned,1260.22,94.52,0.0,1354.74,684.34
ORD-016949,2023-05-31,CUST-01290,,PROMO-014,Phone,Gift Card,Returned,212.62,15.95,4.66,233.23,117.97
ORD-016950,2024-01-26,CUST-02644,STORE-006,PROMO-014,In-Store,Debit Card,Processing,2569.21,192.69,0.0,2761.9,1091.22
ORD-016951,2023-12-27,CUST-01156,,PROMO-007,Mobile App,Gift Card,Completed,460.15,34.51,12.01,506.67,231.87
ORD-016952,2023-03-09,CUST-02227,,PROMO-014,Mobile App,Cash,Processing,663.16,49.74,3.7,716.6,327.11
ORD-016953,2023-08-18,CUST-00044,STORE-002,PROMO-014,Mobile App,PayPal,Completed,618.25,46.37,11.99,676.61,324.54
ORD-016954,2024-06-01,CUST-02826,,PROMO-014,Phone,Gift Card,Processing,445.22,33.39,9.48,488.09,200.85
ORD-016955,2024-05-31,CUST-02775,STORE-008,PROMO-014,In-Store,Cash,Processing,171.12,12.83,0.0,183.95,54.96
ORD-016956,2024-05-22,CUST-00272,,PROMO-014,Mobile App,Cash,Completed,4171.83,312.89,7.24,4491.96,1995.59
ORD-016957,2024-06-05,CUST-02606,,PROMO-014,Phone,Debit Card,Completed,636.34,47.73,2.11,686.18,322.78
ORD-016958,2024-01-01,CUST-00937,STORE-012,PROMO-014,Website,Gift Card,Shipped,1886.5,141.49,3.76,2031.75,815.8
ORD-016959,2023-06-05,CUST-00759,,PROMO-014,Phone,PayPal,Cancelled,4155.45,311.66,14.97,4482.08,2403.06
ORD-016960,2024-01-24,CUST-01834,,PROMO-014,Marketplace,Cash,Processing,555.79,41.68,4.03,601.5,267.91
ORD-016961,2024-02-05,CUST-00694,,PROMO-014,Marketplace,Gift Card,Cancelled,4047.62,303.57,14.87,4366.06,1714.03
ORD-016962,2023-05-26,CUST-01722,,PROMO-014,Mobile App,Gift Card,Completed,746.82,56.01,2.09,804.92,423.48
ORD-016963,2024-07-07,CUST-00951,,PROMO-014,Mobile App,Apple Pay,Returned,997.38,74.8,11.86,1084.04,552.69
ORD-016964,2024-04-17,CUST-00060,,PROMO-014,Phone,PayPal,Shipped,1835.69,137.68,9.72,1983.09,925.63
ORD-016965,2023-12-12,CUST-02904,,PROMO-014,Marketplace,Credit Card,Completed,699.54,52.47,15.83,767.84,240.34
ORD-016966,2023-12-26,CUST-01344,STORE-001,PROMO-007,In-Store,Credit Card,Cancelled,2987.1,224.03,0.0,3211.13,1598.7
ORD-016967,2023-02-21,CUST-01883,,PROMO-014,Phone,Cash,Returned,255.24,19.14,12.62,287.0,113.91
ORD-016968,2023-08-02,CUST-01501,STORE-010,PROMO-014,In-Store,Gift Card,Completed,359.46,26.96,0.0,386.42,196.58
ORD-016969,2023-11-26,CUST-00942,STORE-011,PROMO-006,Mobile App,Debit Card,Completed,2346.32,175.97,13.54,2535.83,1392.56
ORD-016970,2024-01-23,CUST-00584,,PROMO-014,Marketplace,Cash,Cancelled,1848.73,138.65,3.54,1990.92,884.61
ORD-016971,2024-05-24,CUST-02495,STORE-002,PROMO-014,In-Store,Gift Card,Cancelled,1258.18,94.36,0.0,1352.54,518.06
ORD-016972,2023-04-07,CUST-01930,,PROMO-014,Website,Debit Card,Shipped,407.04,30.53,5.94,443.51,130.14
ORD-016973,2023-01-24,CUST-02705,,PROMO-014,Website,Debit Card,Completed,195.12,14.63,8.8,218.55,108.24
ORD-016974,2023-02-16,CUST-00870,,PROMO-014,Phone,Cash,Completed,3427.16,257.04,15.04,3699.24,1757.27
ORD-016975,2024-09-16,CUST-00699,STORE-011,PROMO-014,In-Store,Gift Card,Completed,36.51,2.74,0.0,39.25,13.3
ORD-016976,2023-02-12,CUST-00677,,PROMO-014,Website,PayPal,Returned,1320.67,99.05,10.21,1429.93,659.96
ORD-016977,2023-01-12,CUST-01224,,PROMO-001,Marketplace,Apple Pay,Processing,2997.12,224.78,13.86,3235.76,1644.27
ORD-016978,2024-03-27,CUST-02389,,PROMO-014,Marketplace,Cash,Processing,173.34,13.0,10.36,196.7,90.84
ORD-016979,2024-04-02,CUST-01281,,PROMO-014,Marketplace,PayPal,Completed,1454.98,109.12,5.54,1569.64,700.0
ORD-016980,2024-09-12,CUST-00783,STORE-002,PROMO-014,In-Store,Cash,Completed,2834.79,212.61,0.0,3047.4,1451.67
ORD-016981,2023-12-25,CUST-00486,STORE-006,PROMO-014,In-Store,Credit Card,Returned,2116.42,158.73,0.0,2275.15,1132.85
ORD-016982,2023-02-08,CUST-02807,STORE-006,PROMO-014,In-Store,Debit Card,Processing,871.74,65.38,0.0,937.12,270.88
ORD-016983,2023-04-01,CUST-02593,,PROMO-014,Marketplace,Apple Pay,Returned,836.43,62.73,4.09,903.25,402.72
ORD-016984,2024-04-11,CUST-01383,STORE-006,PROMO-014,In-Store,Debit Card,Shipped,1198.47,89.89,0.0,1288.36,604.5
ORD-016985,2024-02-08,CUST-01370,,PROMO-014,Marketplace,Cash,Completed,4049.0,303.68,9.61,4362.29,2055.9
ORD-016986,2023-10-22,CUST-02625,,PROMO-014,Marketplace,PayPal,Completed,1360.6,102.04,10.84,1473.48,648.52
ORD-016987,2024-02-07,CUST-00516,STORE-007,PROMO-014,In-Store,Credit Card,Completed,106.24,7.97,0.0,114.21,41.34
ORD-016988,2024-04-16,CUST-02330,,PROMO-014,Website,Cash,Completed,98.1,7.36,15.27,120.73,42.48
ORD-016989,2023-04-29,CUST-01654,STORE-010,PROMO-014,In-Store,Debit Card,Returned,64.09,4.81,0.0,68.9,22.44
ORD-016990,2023-10-03,CUST-00889,,PROMO-014,Marketplace,Debit Card,Completed,76.46,5.73,0.25,82.44,26.66
ORD-016991,2024-02-16,CUST-01355,,PROMO-014,Website,Debit Card,Completed,1773.24,132.99,1.08,1907.31,911.9
ORD-016992,2023-12-23,CUST-01919,STORE-008,PROMO-014,In-Store,Credit Card,Completed,976.75,73.26,0.0,1050.01,423.99
ORD-016993,2023-05-03,CUST-02355,STORE-001,PROMO-014,Phone,Credit Card,Returned,2966.83,222.51,13.43,3202.77,1151.26
ORD-016994,2023-02-13,CUST-01533,,PROMO-014,Phone,Cash,Returned,177.16,13.29,12.84,203.29,83.64
ORD-016995,2024-07-09,CUST-02802,,PROMO-014,Marketplace,Gift Card,Cancelled,581.93,43.64,5.86,631.43,304.22
ORD-016996,2023-12-25,CUST-01566,,PROMO-014,Website,Debit Card,Completed,1576.65,118.25,10.47,1705.37,634.11
ORD-016997,2024-05-31,CUST-02268,,PROMO-014,Website,Apple Pay,Returned,46.43,3.48,3.18,53.09,24.43
ORD-016998,2024-07-07,CUST-00505,STORE-011,PROMO-014,Marketplace,Debit Card,Cancelled,2329.26,174.69,9.35,2513.3,739.12
ORD-016999,2024-07-23,CUST-00995,STORE-007,PROMO-014,Marketplace,Gift Card,Completed,3155.47,236.66,12.27,3404.4,1614.37
ORD-017000,2024-08-30,CUST-02189,,PROMO-014,Marketplace,Debit Card,Shipped,323.02,24.23,11.18,358.43,179.53
ORD-017001,2023-04-05,CUST-02980,,PROMO-014,Website,PayPal,Completed,1082.47,81.19,8.7,1172.36,538.85
ORD-017002,2023-10-28,CUST-02200,,PROMO-014,Phone,PayPal,Completed,1064.34,79.83,12.41,1156.58,563.72
ORD-017003,2023-04-17,CUST-02988,STORE-013,PROMO-014,Marketplace,Apple Pay,Cancelled,1455.36,109.15,4.68,1569.19,559.44
ORD-017004,2024-04-23,CUST-02502,,PROMO-014,Phone,Cash,Completed,624.22,46.82,6.92,677.96,327.74
ORD-017005,2023-01-01,CUST-01002,STORE-001,PROMO-001,Marketplace,Cash,Completed,295.64,22.17,7.52,325.33,131.78
ORD-017006,2024-10-07,CUST-00739,,PROMO-014,Website,PayPal,Cancelled,1216.83,91.26,3.4,1311.49,608.83
ORD-017007,2023-08-15,CUST-02654,,PROMO-014,Marketplace,Debit Card,Returned,2337.69,175.33,12.44,2525.46,1184.38
ORD-017008,2024-11-19,CUST-01929,,PROMO-014,Marketplace,Debit Card,Completed,922.74,69.21,6.11,998.06,409.8
ORD-017009,2024-03-07,CUST-00392,,PROMO-014,Marketplace,PayPal,Processing,2245.6,168.42,13.99,2428.01,1172.89
ORD-017010,2023-12-01,CUST-00997,,PROMO-014,Mobile App,Debit Card,Shipped,3588.41,269.13,11.88,3869.42,1665.66
ORD-017011,2023-08-01,CUST-01074,,PROMO-005,Marketplace,Debit Card,Completed,1239.04,92.93,11.82,1343.79,728.34
ORD-017012,2023-10-09,CUST-00396,,PROMO-014,Website,Debit Card,Returned,10.02,0.75,13.67,24.44,3.9
ORD-017013,2023-07-07,CUST-00990,STORE-009,PROMO-014,In-Store,Debit Card,Processing,203.19,15.24,0.0,218.43,105.75
ORD-017014,2024-06-25,CUST-01959,STORE-010,PROMO-014,Website,Debit Card,Cancelled,5682.4,426.18,7.79,6116.37,1825.76
ORD-017015,2024-05-24,CUST-00295,STORE-009,PROMO-014,Mobile App,Apple Pay,Completed,622.71,46.7,9.66,679.07,298.21
ORD-017016,2024-07-12,CUST-01127,STORE-011,PROMO-014,Marketplace,Gift Card,Processing,231.12,17.33,5.5,253.95,121.12
ORD-017017,2024-12-06,CUST-01052,STORE-007,PROMO-014,Phone,Cash,Cancelled,189.01,14.18,14.96,218.15,98.41
ORD-017018,2023-05-23,CUST-01732,STORE-012,PROMO-014,In-Store,Debit Card,Completed,915.28,68.65,0.0,983.93,394.43
ORD-017019,2023-04-26,CUST-00788,,PROMO-014,Marketplace,Apple Pay,Completed,147.2,11.04,13.03,171.27,58.32
ORD-017020,2023-10-09,CUST-01540,,PROMO-014,Mobile App,Credit Card,Processing,403.84,30.29,11.0,445.13,122.71
ORD-017021,2024-10-31,CUST-01602,,PROMO-014,Mobile App,PayPal,Completed,961.6,72.12,6.59,1040.31,485.91
ORD-017022,2024-07-29,CUST-01170,,PROMO-014,Website,Credit Card,Completed,1764.02,132.3,0.75,1897.07,960.98
ORD-017023,2023-11-29,CUST-00598,,PROMO-014,Marketplace,PayPal,Cancelled,1177.1,88.28,13.02,1278.4,516.85
ORD-017024,2023-01-26,CUST-01251,,PROMO-014,Mobile App,Gift Card,Completed,269.75,20.23,4.78,294.76,119.93
ORD-017025,2023-09-16,CUST-01881,,PROMO-014,Phone,Cash,Completed,1123.83,84.29,10.66,1218.78,583.83
ORD-017026,2024-06-01,CUST-01808,STORE-011,PROMO-010,In-Store,Debit Card,Completed,651.55,48.87,0.0,700.42,320.93
ORD-017027,2024-08-15,CUST-02838,STORE-007,PROMO-014,In-Store,Cash,Shipped,640.17,48.01,0.0,688.18,329.58
ORD-017028,2023-08-25,CUST-01771,,PROMO-014,Website,Cash,Cancelled,860.3,64.52,14.71,939.53,342.0
ORD-017029,2023-04-25,CUST-02864,STORE-011,PROMO-014,In-Store,Cash,Completed,1536.32,115.22,0.0,1651.54,650.04
ORD-017030,2023-06-28,CUST-01507,,PROMO-014,Website,Apple Pay,Shipped,2818.3,211.37,1.12,3030.79,1287.83
ORD-017031,2024-11-11,CUST-02199,STORE-009,PROMO-014,Marketplace,Apple Pay,Completed,2762.87,207.22,11.62,2981.71,855.48
ORD-017032,2024-12-14,CUST-02696,,PROMO-014,Marketplace,Debit Card,Processing,160.71,12.05,14.5,187.26,86.08
ORD-017033,2023-05-28,CUST-02383,,PROMO-014,Phone,Gift Card,Completed,2032.64,152.45,3.97,2189.06,1080.3
